run_name,model_name,source_model,target_model,checkpoint_path,eval_type,corruption_name,severity,attack_type,attack_norm,epsilon,steps,num_samples,loss,clean_accuracy,adversarial_accuracy,feature_path,sample_path
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,fog,3,,,,,10000,0.406506,0.863800,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,fog,4,,,,,10000,0.539167,0.824100,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,fog,5,,,,,10000,1.114102,0.667200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,brightness,1,,,,,10000,0.300782,0.900900,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,brightness,2,,,,,10000,0.310991,0.895900,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,brightness,3,,,,,10000,0.328801,0.890500,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,brightness,4,,,,,10000,0.353735,0.881600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,brightness,5,,,,,10000,0.430897,0.856200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,contrast,1,,,,,10000,0.310019,0.897100,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,contrast,2,,,,,10000,0.444221,0.853200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,contrast,3,,,,,10000,0.627969,0.797200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,contrast,4,,,,,10000,1.058869,0.676400,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,contrast,5,,,,,10000,2.758856,0.308200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,elastic_transform,1,,,,,10000,0.492723,0.838000,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,elastic_transform,2,,,,,10000,0.482516,0.839600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,elastic_transform,3,,,,,10000,0.630544,0.797300,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,elastic_transform,4,,,,,10000,0.976717,0.705500,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,elastic_transform,5,,,,,10000,1.227133,0.648700,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,pixelate,1,,,,,10000,0.386905,0.872700,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,pixelate,2,,,,,10000,0.595133,0.816500,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,pixelate,3,,,,,10000,0.800470,0.758300,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,pixelate,4,,,,,10000,1.872050,0.545600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,pixelate,5,,,,,10000,3.207680,0.355600,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,jpeg_compression,1,,,,,10000,0.541746,0.826200,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,jpeg_compression,2,,,,,10000,0.733435,0.769400,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,jpeg_compression,3,,,,,10000,0.803483,0.750000,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,jpeg_compression,4,,,,,10000,0.887739,0.726300,,,
teacher_clean_resnet,resnet,,resnet,artifacts/checkpoints/teacher_clean_resnet.pth,cifar10c,jpeg_compression,5,,,,,10000,1.015197,0.691600,,,
